Source,Author,Title,Description,URL,Published At,Sentiment,Type
santacruzsentinel,Danny Emerman,"Mike Dunleavy Jr. details Klay Thompson’s Warriors legacy, departure","The Warriors general manager said negotiations between Klay Thompson and the team were ""amicable.""",https://www.santacruzsentinel.com/2024/07/12/mike-dunleavy-jr-details-klay-thompsons-warriors-legacy-departure/,2024-07-12T23:47:09+00:00,positive,General
marinij,Danny Emerman,"Mike Dunleavy Jr. details Klay Thompson’s Warriors legacy, departure","The Warriors general manager said negotiations between Klay Thompson and the team were ""amicable.""",https://www.marinij.com/2024/07/12/mike-dunleavy-jr-details-klay-thompsons-warriors-legacy-departure/,2024-07-12T23:47:09+00:00,positive,General
zazoom,,"Tour de France, oggi tappa 14: Tourmalet e arrivo in salita, percorso e orario","Giornata chiave nella corsa, assalto a Pogacar? Il Tour de France 2024 propone oggi la 14esima tappa, la Pau - Saint-Lary-Soulant di 152 km. Il percorso della frazione del 13 luglio prevede una sequenza di salite: Tourmalet, Hourquette d'Ancizan e l'arrivo. Una giornata che può dare una spallata alla classifica generale, guidata dalla maglia giall...",https://www.zazoom.it/2024-07-13/tour-de-france-oggi-tappa-14-tourmalet-e-arrivo-in-salita-percorso-e-orario-3/15059090/,2024-07-12T23:44:15+00:00,neutral,General
eurasiareview,,New UK Government Raises Question Of Change In South China Sea Policy – Analysis,"Britain’s new ruling party has pledged a thorough audit of U.K.-China relations to establish a clearer long-term China policy, including its dealings with Beijing over the South China Sea and Taiwan, but analysts say little change is likely in the near future.Keir Starmer’s Labour party won a landslide victory in last week’s general election, ending 14 years of Conservative government.U.K. policy has been that it “takes no sides in the sovereignty disputes in the South China Sea, but we oppose any activity that undermines or threatens U.N. Convention on the Law of the Sea (UNCLOS...",https://api.follow.it/track-rss-story-click/v3/Qw9d99ManWf1TO0UVMzDoUZPHFZJLI3I,2024-07-12T23:40:42+00:00,positive,General
hitfix,Daneriveralpc,"SNX: This Week’s Best Sneaker Drops, Including The Jordan 1 First In Flight, Union x Nike Field General SP Ivory & More!",Uproxx This week's best sneaker drops and where to find them.,https://uproxx.com/style/best-new-sneakers-this-week-jordan-1-first-in-flight/,2024-07-12T23:36:49+00:00,positive,General
zazoom,,"Tour de France, oggi tappa 14: Tourmalet e arrivo in salita, percorso e orario","Leggi l'Articolo - (Adnkronos) – Il Tour de France 2024 propone oggi la 14esima tappa, la Pau – Saint-Lary-Soulant di 152 km. Il percorso della frazione del 13 luglio prevede una sequenza di salite: Tourmalet, Hourquette d'Ancizan e l'arrivo. Una giornata che può dare una spallata alla classifica generale, guidata dalla maglia gialla Tadej Pogacar.  La tappa si […]...",https://www.zazoom.it/2024-07-13/tour-de-france-oggi-tappa-14-tourmalet-e-arrivo-in-salita-percorso-e-orario-2/15059069/,2024-07-12T23:35:39+00:00,neutral,General
zazoom,,"Tour de France, oggi tappa 14: Tourmalet e arrivo in salita, percorso e orario","Leggi l'Articolo - (Adnkronos) – Il Tour de France 2024 propone oggi la 14esima tappa, la Pau – Saint-Lary-Soulant di 152 km. Il percorso della frazione del 13 luglio prevede una sequenza di salite: Tourmalet, Hourquette d'Ancizan e l'arrivo. Una giornata che può dare una spallata alla classifica generale, guidata dalla maglia gialla Tadej Pogacar.  La tappa si […]...",https://www.zazoom.it/2024-07-13/tour-de-france-oggi-tappa-14-tourmalet-e-arrivo-in-salita-percorso-e-orario/15059064/,2024-07-12T23:35:39+00:00,neutral,General
en,,US is Only Former Funder of UNRWA That Has Not Returned - Official,UNITED NATIONS (Sputnik) - UN Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) Commissioner-General Philippe Lazzarini said all states that stopped funding UNRWA with the exception of the United States have resumed their financial support for the agency.,https://sputnikglobe.com/20240712/us-is-only-former-funder-of-unrwa-that-has-not-returned---official-1119357383.html,2024-07-12T23:19:09+00:00,positive,General
vertele,Adrián Ruiz,'Tu cara me suena' eligió a sus 5 finalistas en la noche que el triunfal Juanra Bonet y Antena 3 'homenajearon' a 'Los Serrano',"Tu cara me suena 11 cuenta ya los d&iacute;as para su gran final, que tendr&aacute; lugar el pr&oacute;ximo viernes 19 de julio, en directo, en Antena 3. Pero antes, la cadena ha celebrado esta noche la segunda semifinal en la que se han designado a los cinco candidatos definitivos al triunfo: a Raoul, proclamado la semana pasada, se le han unido David Bustamante, Julia Medina, Conchita y Supremme de Luxe. El joven catal&aacute;n consigui&oacute; el pase en la gala 12 del concurso, al ser el concursante que ocupaba el primer puesto de la clasificaci&oacute;n general de la edici&oacute;n. En la...",https://www.eldiario.es/vertele/noticias/tu-cara-suena-antena-3-semifinal-2-5-finalistas-noche-triunfal-juanra-bonet-homenaje-los-serrano_1_11508857.html,2024-07-12T23:11:13+00:00,positive,General
laopiniondezamora,EFE,"Todos los países, excepto EEUU y Reino Unido, vuelven a financiar a la UNRWA","Todos los países que habían interrumpido su financiación a la Agencia de la ONU para los Refugiados Palestinos la han reanudado a fecha de hoy, con excepción de Estados Unidos y del Reino Unido, y este último país está considerando retomarla, explicó este viernes el comisionado general de la UNRWA, Philippe Lazzarini.",https://www.laopiniondezamora.es/internacional/2024/07/13/paises-excepto-eeuu-reino-unido-105573679.html,2024-07-12T23:05:01+00:00,positive,General
diariodeavisos,Tinerfe Fumero,Clavijo (CC) acusa a Abascal (Vox) de ser “cómplice” de la muerte de menores,"El secretario general de Coalición, que gobierna en Teguise con los ultras, replica con extrema dureza las manifestaciones del antiguo dirigente del PP y las extiende al resto de la formación de ultraderecha",https://diariodeavisos.elespanol.com/2024/07/clavijo-cc-acusa-a-abascal-vox-de-ser-complice-de-la-muerte-de-menores/,2024-07-12T23:01:00+00:00,positive,General
correiodobrasil,CdB,"Pai de Mauro Cid usou escritório da Apex para fazer negócios, diz PF","A investigação, baseada em depoimentos de 16 funcionários e ex-funcionários; além da análise de documentos, revelou que o general utilizou a estrutura da agência para visitar o acampamento golpista no quartel-general do Exército, em Brasília, no final de 2022. Lourena Cid manifestava aos funcionários sua convicção de que Jair Bolsonaro continuaria no poder mesmo após a derrota nas eleições.",https://www.correiodobrasil.com.br/pai-mauro-cid-usou-escritorio-apex-fazer-negocios-pf/,2024-07-12T22:52:43+00:00,positive,General
sp,,"Zelenski el insaciable: la ayuda de la OTAN ""nunca es suficiente"", dijo","El secretario general de la OTAN, Jens Stoltenberg, afirmó que la Alianza el resultado del conflicto ucraniano determinará la seguridad global durante décadas. ""El mayor coste y el mayor riesgo será que Rusia gane en Ucrania. No podemos permitir que eso ocurra"", dijo en la inauguración de la reciente cumbre de la OTAN en Washington.",https://latamnews.lat/20240712/zelenski-el-insaciable-la-ayuda-de-la-otan-nunca-es-suficiente-dijo-1156108093.html,2024-07-12T22:52:00+00:00,positive,General
whkp,Tyler Sams,LOCAL ORCHARD OWNER ADDRESSES SEVERE DROUGHT CONCERNS HOPES FOR RAIN,"With below-average rain and scorching temperatures, the ongoing drought continues to affect many farmers in Western North Carolina.Don Justus, a farmer and the owner of Justus Orchard in Hendersonville, says that he is concerned about the orchard's crops as the drought worsens.We are concerned about it at this time of the season,"" he said. ""With us having about 75 acres of apple orchard here, sadly we're at the mercy of Mother Nature. We do not have any type of irrigation.Justus' family has grown and raised apples for four generations.""We have one of the best apple crops that we've had in...",https://www.whkp.com/news/local-orchard-owner-addresses-severe-drought-concerns-hopes-for-rain,2024-07-12T22:44:02+00:00,positive,General
zonanortediario,www.zonanortediario.com.ar,Kicillof participó del Plenario Nacional de la CTA,"El gobernador de la provincia de Buenos Aires, Axel Kicillof, participó este viernes en La Plata del plenario nacional de la Central de Trabajadores y Trabajadoras de la Argentina (CTA), junto a los secretarios generales a nivel nacional, Hugo Yasky, y provincial, Roberto Baradel. En ese marco, Kicillof destacó que “este es un espacio necesario [&#8230;]La entrada Kicillof participó del Plenario Nacional de la CTA se publicó primero en Zona Norte Diario Online.",https://www.zonanortediario.com.ar/12/07/2024/kicillof-participo-del-plenario-nacional-de-la-cta/,2024-07-12T22:30:54+00:00,neutral,General
m,,Miluska Acevedo: “Los proyectos hidroeléctricos son importantes pero su ejecución demora”,"En esta edición Juan Alberto Flores conversa con Miluska Acevedo, gerente general de Prensa Grupo.",https://peru21.pe/peru21tv/entrevista21/miluska-acevedo-los-proyectos-hidroelectricos-son-importantes-pero-su-ejecucion-demora-noticia/,2024-07-12T22:30:23+00:00,positive,General
Senego,Mangoné KA,Vers l’annulation de l’Assemblée générale ordinaire de la FSF ?,"L&#8217;Assemblée Générale Ordinaire (AGO) de la Fédération Sénégalaise de Football (FSF), prévue pour ce samedi, pourrait être annulée. Les autorités administratives sont en discussion pour décider de son sort. Il est désormais incertain que l&#8217;AGO de la FSF se tienne ce samedi. Selon Dsports.sn, le ministère des Sports envisage sérieusement son annulation. Cette décision fait [&#8230;]",https://senego.com/vers-lannulation-de-lassemblee-generale-ordinaire-de-la-fsf_1722961.html,2024-07-12T22:27:38+00:00,positive,General
menorca,Redacción Digital,¿Qué pasa si te lavas el pelo cada día?,"Lavar el pelo diariamente es una práctica común para muchas personas, pero ¿qué impacto tiene realmente en la salud del cabello y del cuero cabelludo? La frecuencia con la que uno se lava el pelo puede influir en su apariencia, textura y salud general. A continuación, se exploran los efectos positivos y negativos de lavarse el pelo todos los días.Efectos Negativos1. Eliminación de Aceites Naturales: El cuero cabelludo produce aceites naturales llamados sebo, que ayudan a mantener el cabello hidratado y protegido. Lavar el pelo diariamente puede eliminar estos aceites, llevando a un...",https://www.menorca.info/actualidad/dudas-respuestas/2024/07/13/2202439/pasa-lavas-pelo-cada-dia.html,2024-07-12T22:26:04+00:00,positive,General
suntimes,Rich Miller,Show them the money: Chicago-area transit agencies want infusions of cash without reforms,"A little-noticed bill passed both the Illinois House and Senate that will generate $300 million to $400 million a year for local governments, including $95 million to $127 million for the Regional Transportation Authority.Senate Bill 3362 will help capture sales tax revenue from more out-of-state retailers and in-state retailers who ship to Illinoisans in out-of-state locations.The new money is not quite a fifth of the $730 million ""fiscal cliff"" that northeastern Illinois’ mass transit agencies are facing starting next fiscal year, but it’s a decent start. A down payment, so to speak. But...",https://chicago.suntimes.com/columnists/2024/07/12/cta-president-dorval-carter-transit-rta-metra-pace-fiscal-cliff-reforms-needed-rich-miller,2024-07-12T22:19:28+00:00,positive,General
dvidshub,Brooke Nevins,SMDC’s Deputy Commander for Operations receives first star,"The U.S. Army Space and Missile Defense Command deputy commander for operations formally joined the general officer ranks during a promotion ceremony July 12 at Peterson Space Force Base, Colorado.",https://www.dvidshub.net/news/476099/smdcs-deputy-commander-operations-receives-first-star,2024-07-12T22:13:02+00:00,negative,General
dvidshub,Dottie White,Dawber promotion_6169 [Image 3 of 3],"Lt. Gen. Sean A. Gainey, commanding general, U.S. Space and Missile Defense Command, and Brig. Gen. John L. Dawber, SMDC deputy commanding general for operations, unfurl the one-star flag at Dawber's promotion ceremony at Peterson Space Force Base, Colorado, July 12, 2024. Command Sgt. Maj. John W. Foley, command sergeant major for SMDC, presented the flag. (U.S. Army photo by Dottie White)",https://www.dvidshub.net/image/8527044/dawber-promotion-6169,2024-07-12T22:11:24+00:00,negative,General
dvidshub,Dottie White,Dawber promotion_6159 [Image 2 of 3],"Lt. Gen. Sean A. Gainey, commanding general, U.S. Space and Missile Defense Command, administers the oath of office to Brig. Gen. John L. Dawber, SMDC deputy commanding general for operations, during Dawber's promotion ceremony at Peterson Space Force Base, Colorado, July 12, 2024. (U.S. Army photo by Dottie White)",https://www.dvidshub.net/image/8527038/dawber-promotion-6159,2024-07-12T22:11:24+00:00,negative,General
dvidshub,Dottie White,Dawber promotion_6140 [Image 1 of 3],"Lt. Gen. Sean A. Gainey, commanding general, U.S. Space and Missile Defense Command, and Jennifer Dawber, wife of SMDC Deputy Commanding General for Operations Brig. Gen. John L. Dawber, pin on Dawber's new rank during his promotion ceremony at Peterson Space Force Base, Colorado, July 12, 2024. (U.S. Army photo by Dottie White)",https://www.dvidshub.net/image/8527036/dawber-promotion-6140,2024-07-12T22:11:23+00:00,negative,General
The Chronicle,peter,The Chronicle 25 years ago,"BULAWAYO, Tuesday, July 13, 1999 — Algiers Internal conflicts have become the greatest challenge facing the African continent as the world draws to a new millennium, the Organisation of African Unity Secretary General, Dr Salim Ahmed Salim, said yesterday. Speaking at the opening of the 35th African Heads of State and Government Summit in Algiers, [&#8230;]",https://www.chronicle.co.zw/the-chronicle-25-years-ago-8/,2024-07-12T22:05:43+00:00,positive,General
